1930,Argentina,Adolfo ZUMELZU,,DF,,/worldfootball/statisticsandrecords/players/player=60407/index.html
1930,Argentina,Alberto CHIVIDINI,,DF,,/worldfootball/statisticsandrecords/players/player=47685/index.html
1930,Argentina,Alejandro SCOPELLI,,FW,,/worldfootball/statisticsandrecords/players/player=57749/index.html
1930,Argentina,Angel BOSSIO,,GK,,/worldfootball/statisticsandrecords/players/player=46826/index.html
1930,Argentina,Atilio DEMARIA,,FW,,/worldfootball/statisticsandrecords/players/player=44040/index.html
1930,Argentina,Carlos PEUCELLE,,FW,,/worldfootball/statisticsandrecords/players/player=174854/index.html
1930,Argentina,Carlos SPADARO,,FW,,/worldfootball/statisticsandrecords/players/player=58320/index.html
1930,Argentina,Edmundo PIAGGIO,,MF,,/worldfootball/statisticsandrecords/players/player=69370/index.html
1930,Argentina,Fernando PATERNOSTER,,DF,,/worldfootball/statisticsandrecords/players/player=55993/index.html
1930,Argentina,Francisco VARALLO,,FW,,/worldfootball/statisticsandrecords/players/player=44726/index.html
1930,Argentina,Guillermo STABILE,,FW,,/worldfootball/statisticsandrecords/players/player=61693/index.html
1930,Argentina,Jose DELLA TORRE,,DF,,/worldfootball/statisticsandrecords/players/player=48403/index.html
1930,Argentina,Juan BOTASSO,,GK,,/worldfootball/statisticsandrecords/players/player=46831/index.html
1930,Argentina,Juan EVARISTO,,MF,,/worldfootball/statisticsandrecords/players/player=49178/index.html
1930,Argentina,Luis MONTI,,MF,,/worldfootball/statisticsandrecords/players/player=174777/index.html
1930,Argentina,Manuel FERREIRA,,FW,,/worldfootball/statisticsandrecords/players/player=49376/index.html
1930,Argentina,Mario EVARISTO,,FW,,/worldfootball/statisticsandrecords/players/player=49179/index.html
1930,Argentina,Natalio PERINETTI,,FW,,/worldfootball/statisticsandrecords/players/player=56144/index.html
1930,Argentina,Pedro SUAREZ,,MF,,/worldfootball/statisticsandrecords/players/player=58521/index.html
1930,Argentina,Ramon MUTTIS,,DF,,/worldfootball/statisticsandrecords/players/player=54812/index.html
1930,Argentina,Roberto CERRO,,FW,,/worldfootball/statisticsandrecords/players/player=49942/index.html
1930,Argentina,Rodolfo ORLANDINI,,DF,,/worldfootball/statisticsandrecords/players/player=55634/index.html
1930,Belgium,Alexis CHANTRAINE,,MF,,/worldfootball/statisticsandrecords/players/player=69429/index.html
1930,Belgium,Andre SAEYS,,FW,,/worldfootball/statisticsandrecords/players/player=57303/index.html
1930,Belgium,Arnold BADJOU,,GK,,/worldfootball/statisticsandrecords/players/player=46045/index.html
1930,Belgium,Auguste HELLEMANS,,MF,,/worldfootball/statisticsandrecords/players/player=50795/index.html
1930,Belgium,Bernard VOORHOOF,,FW,,/worldfootball/statisticsandrecords/players/player=59711/index.html
1930,Belgium,Fernand ADAMS,,FW,,/worldfootball/statisticsandrecords/players/player=44993/index.html
1930,Belgium,Gerard DELBEKE,,FW,,/worldfootball/statisticsandrecords/players/player=48378/index.html
1930,Belgium,Henri DE DEKEN,,DF,,/worldfootball/statisticsandrecords/players/player=48350/index.html
1930,Belgium,Jacques MOESCHAL,,FW,,/worldfootball/statisticsandrecords/players/player=54336/index.html
1930,Belgium,Jan DIDDENS,,MF,,/worldfootball/statisticsandrecords/players/player=48550/index.html
1930,Belgium,Jean DE BIE,,GK,,/worldfootball/statisticsandrecords/players/player=182215/index.html
1930,Belgium,Jean DE CLERQ,,MF,,/worldfootball/statisticsandrecords/players/player=48290/index.html
1930,Belgium,Louis VERSYP,,FW,,/worldfootball/statisticsandrecords/players/player=59575/index.html
